OBJECTID,x_coord,y_coord,windspeed spring baseline lower,windspeed spring baseline median,windspeed spring baseline upper,windspeed spring 2.0 lower,windspeed spring 2.0 median,windspeed spring 2.0 upper,windspeed spring 4.0 lower,windspeed spring 4.0 median,windspeed spring 4.0 upper,windspeed summer baseline lower,windspeed summer baseline median,windspeed summer baseline upper,windspeed summer 2.0 lower,windspeed summer 2.0 median,windspeed summer 2.0 upper,windspeed summer 4.0 lower,windspeed summer 4.0 median,windspeed summer 4.0 upper,windspeed autumn baseline lower,windspeed autumn baseline median,windspeed autumn baseline upper,windspeed autumn 2.0 lower,windspeed autumn 2.0 median,windspeed autumn 2.0 upper,windspeed autumn 4.0 lower,windspeed autumn 4.0 median,windspeed autumn 4.0 upper,windspeed winter baseline lower,windspeed winter baseline median,windspeed winter baseline upper,windspeed winter 2.0 lower,windspeed winter 2.0 median,windspeed winter 2.0 upper,windspeed winter 4.0 lower,windspeed winter 4.0 median,windspeed winter 4.0 upper,Shape__Area,Shape__Length
58,32500,537500,4.2794414,4.4971952,4.6960936,4.154998,4.2654905,4.458641,4.1016536,4.2861433,4.4393516,3.8264813,3.9615917,4.011095,3.5195172,3.6560395,3.7267976,3.4158092,3.5827785,3.6725411,4.1560493,4.2675676,4.4107456,3.8569977,4.008454,4.074357,3.8464158,4.015775,4.070229,4.7083654,4.9157825,5.06829,4.395298,4.660321,4.7603498,4.4826517,4.6665964,4.957281,74158712.5136719,34446.2062070857
59,32500,542500,4.2206798,4.4406986,4.7039623,4.0473523,4.1711817,4.4076924,3.9810104,4.170272,4.378627,3.7297637,3.881515,3.94336,3.3880768,3.520715,3.6029084,3.2514443,3.4333718,3.528759,4.267345,4.33249,4.5300117,3.9325824,4.0408254,4.0833974,3.9582074,4.1214576,4.1873603,4.844408,5.137525,5.3148875,4.5080676,4.863879,4.9446473,4.591873,4.827268,5.1763487,74321169.5595703,34483.9155623526
60,32500,547500,3.9514427,4.189072,4.449379,3.7726274,3.8994699,4.10361,3.6914659,3.8923638,4.0877237,3.5250065,3.6689777,3.720745,3.1713715,3.2918077,3.3949656,3.0505054,3.204245,3.3146243,3.8623486,3.9575653,4.147759,3.5158317,3.6047173,3.7206771,3.5016003,3.6886966,3.7517292,4.449408,4.709223,4.918405,4.0756855,4.4284935,4.504142,4.155243,4.4068885,4.7479887,74484250.8764648,34521.7283939487
61,32500,552500,4.0726004,4.2808695,4.520909,3.8589463,3.96779,4.1760206,3.7838871,3.9516053,4.1572433,3.6178403,3.758428,3.812109,3.2475574,3.3596847,3.4658432,3.148645,3.3012848,3.3993917,4.066161,4.1443586,4.3220477,3.7047029,3.7869904,3.863236,3.7163405,3.846384,3.9034982,4.6346145,4.8859835,5.044298,4.258809,4.552335,4.633062,4.300108,4.517307,4.847125,74647959.5888672,34559.6450857595
62,37500,482500,3.7005546,3.9176774,4.1016254,3.5565028,3.6917052,3.8418407,3.5374246,3.7100997,3.8752575,3.303091,3.4257958,3.4739203,3.029643,3.109548,3.208037,2.9708972,3.0603664,3.1684499,3.5832913,3.6745338,3.8310513,3.3057084,3.4064903,3.479941,3.302039,3.4631267,3.537479,4.104228,4.33784,4.5282354,3.7962997,4.109929,4.179482,3.895829,4.113467,4.380252,72430819.6494141,34042.5448621738
63,37500,487500,4.113425,4.349002,4.5420218,3.9624856,4.097785,4.279997,3.9406452,4.1096916,4.321174,3.7278862,3.8391502,3.9216962,3.4024768,3.5068088,3.6142201,3.3483644,3.4518065,3.5736434,4.1657724,4.243337,4.4139233,3.8499255,3.9485161,4.0338917,3.8639603,4.0444617,4.1402617,4.750489,4.974004,5.1914144,4.427198,4.7487473,4.8059125,4.537357,4.745639,5.025355,72586691.6054688,34079.1550602572
64,37500,492500,3.822673,4.063197,4.262363,3.6800284,3.7987742,3.9950786,3.6224365,3.7986045,4.023103,3.4103043,3.5354328,3.6113434,3.0962749,3.203774,3.309626,3.0368123,3.1467307,3.2617707,3.8243222,3.8945165,4.05081,3.5190911,3.6432545,3.7293568,3.5428455,3.6999695,3.7661335,4.401439,4.6373863,4.803653,4.0751677,4.412684,4.4806156,4.182761,4.3831387,4.686638,72743155.1914063,34115.8647058677
65,37500,497500,3.6184592,3.849607,4.0091467,3.455284,3.575119,3.7026932,3.3982735,3.5509021,3.7283401,3.2403755,3.3331115,3.4091651,2.910297,3.0220711,3.1040606,2.872843,2.9683957,3.068051,3.4517102,3.5275788,3.6479058,3.114025,3.2414203,3.3247948,3.1105127,3.2632241,3.328113,3.9670308,4.1767497,4.276977,3.601031,3.8991952,3.967153,3.703188,3.8685265,4.140372,72900213.328125,34152.6741628488
66,37500,502500,3.554603,3.7841377,3.917813,3.4249313,3.5187767,3.6524303,3.364284,3.5221756,3.663548,3.1800838,3.2672997,3.3393664,2.8723912,2.983564,3.058723,2.84086,2.934059,3.0318134,3.382052,3.4644597,3.5523803,3.0654788,3.1992662,3.2568831,3.0567427,3.1977828,3.2500806,3.830878,4.032821,4.1148596,3.531316,3.7692497,3.8434894,3.5918877,3.7516913,4.0002623,73057868.9580078,34189.5837968546
67,37500,507500,3.5406203,3.7594528,3.875684,3.4417782,3.5213227,3.6604362,3.375856,3.5384326,3.6728477,3.1330886,3.2287014,3.2922199,2.8590913,2.9745402,3.048674,2.8311832,2.9273617,3.0251758,3.3577588,3.4577193,3.54143,3.07936,3.2095208,3.2701173,3.0745282,3.2019284,3.2579665,3.8022027,3.9968045,4.062214,3.5464187,3.757563,3.8362942,3.5986896,3.7476296,3.9815292,73216125.0371094,34226.593975339
68,37500,512500,3.640979,3.8440137,3.977696,3.5328414,3.6191554,3.7686188,3.4597085,3.635596,3.7722683,3.2122486,3.313353,3.3799958,2.9191585,3.041143,3.1228337,2.8837023,2.993154,3.092666,3.509975,3.594045,3.703687,3.2267227,3.3471096,3.4112308,3.238727,3.3643544,3.4201367,3.9714882,4.180402,4.243345,3.7024338,3.9323838,4.037757,3.7683265,3.9383957,4.195901,73374984.5463867,34263.7050676046
69,37500,517500,3.6596782,3.8760142,4.033801,3.54762,3.6430116,3.8062904,3.471428,3.6532815,3.7990832,3.2635474,3.3644295,3.4505296,2.944917,3.0735843,3.1641617,2.9062707,3.0192513,3.1350124,3.5093064,3.607179,3.7320812,3.219294,3.3605862,3.433445,3.2383904,3.3847477,3.4286911,3.9880161,4.2030063,4.303329,3.697721,3.9599712,4.0566545,3.7752616,3.9645581,4.233388,73534450.4770508,34300.9174447754
70,37500,522500,3.8185315,4.0310225,4.1922865,3.7042916,3.7929695,3.96413,3.6339405,3.8180397,3.9529006,3.3979893,3.5146286,3.5927548,3.0940366,3.2242713,3.3091614,3.0422802,3.1683843,3.2856624,3.658516,3.7697723,3.8866372,3.3726902,3.5286622,3.5868173,3.3814003,3.545546,3.5746408,4.1556826,4.344842,4.462773,3.867721,4.1024265,4.202379,3.9462287,4.1171236,4.375064,73694525.847168,34338.2314798333
71,37500,527500,3.828888,4.0353885,4.204769,3.713211,3.8017528,3.9802482,3.6350174,3.8274295,3.9748757,3.3806946,3.5126896,3.5747216,3.0909932,3.2080035,3.299265,3.0121481,3.150457,3.2642586,3.7116647,3.8029892,3.9243107,3.4160504,3.5643458,3.6218448,3.4368415,3.5934498,3.6343067,4.1943507,4.3947105,4.5079713,3.904586,4.1552424,4.260396,3.9920723,4.1825657,4.451643,73855213.6894531,34375.6475476341
72,37500,532500,3.9216366,4.1262665,4.288333,3.805225,3.9038644,4.061515,3.7504735,3.9364936,4.0595937,3.4728374,3.6064477,3.6521366,3.197804,3.3300056,3.3912838,3.115275,3.253753,3.3547108,3.7064652,3.8264174,3.9374664,3.430448,3.600554,3.6391444,3.4084976,3.5773926,3.6069202,4.205119,4.367894,4.497131,3.9013348,4.1601243,4.2536345,4.0033674,4.1637516,4.439948,74016517.0532227,34413.1660248799
73,37500,537500,4.459954,4.6713247,4.8592668,4.3133373,4.421707,4.6166596,4.2557974,4.4516745,4.602223,3.9454331,4.0855894,4.146085,3.6267304,3.7545197,3.8399181,3.5223687,3.6945832,3.779076,4.3850217,4.502092,4.631991,4.0643463,4.2223825,4.273796,4.071471,4.229141,4.2812243,4.971359,5.166404,5.308545,4.640836,4.8965793,4.9990697,4.7252336,4.8982196,5.1997848,74178439.0126953,34450.7872901843
74,37500,542500,4.2797537,4.5095577,4.7647257,4.1005874,4.219461,4.460449,4.015435,4.2239604,4.4367557,3.755159,3.912965,3.9861817,3.3936577,3.5302176,3.6216304,3.2581306,3.4424133,3.5385678,4.3846254,4.4522896,4.626406,4.0269456,4.1354303,4.18601,4.079723,4.229925,4.27786,4.991354,5.2901707,5.4577646,4.63053,4.9814215,5.0675063,4.7095766,4.9593444,5.3084784,74340982.6547852,34488.5117240442
75,37500,547500,3.7948914,4.0302095,4.274645,3.6556468,3.7835298,3.9808307,3.569856,3.7747664,3.970197,3.378605,3.5270495,3.5681336,3.0631669,3.1792626,3.2891948,2.9591246,3.1163545,3.2229302,3.6926723,3.7783325,3.9539285,3.3776684,3.4782112,3.5787354,3.3820987,3.5614014,3.6060376,4.2450204,4.502235,4.6763163,3.8996723,4.2672005,4.328333,3.9909568,4.226336,4.5632744,74504151.0942383,34526.3397088578
76,37500,552500,4.0570765,4.265222,4.498389,3.8971086,4.015353,4.2153435,3.823321,3.9989235,4.1945953,3.6065629,3.744891,3.7986405,3.2737575,3.3949628,3.4972947,3.1805425,3.3363006,3.4344592,4.0519466,4.12855,4.293434,3.7386067,3.8327594,3.8950534,3.752919,3.895083,3.9434543,4.607871,4.8447,4.9932175,4.2837777,4.5800486,4.655054,4.328707,4.5333753,4.863144,74667947.4575195,34564.2716289706
77,42500,482500,3.5079415,3.7234547,3.8879218,3.3726468,3.494699,3.6575985,3.335252,3.4956355,3.6722636,3.0696948,3.1805558,3.2729332,2.813034,2.8910017,2.9790816,2.766423,2.8594766,2.9492311,3.4056277,3.4666646,3.616035,3.0863292,3.211059,3.2997222,3.1038098,3.2566276,3.3326137,3.8952835,4.136075,4.2959204,3.5977814,3.9077275,3.9869418,3.7052016,3.889256,4.192086,72449377.9072266,34046.9057583847
78,42500,487500,3.4980743,3.7156138,3.8734303,3.3754601,3.4983363,3.6290023,3.321446,3.4741874,3.6537423,3.0731692,3.1791973,3.2509296,2.7980816,2.8904223,2.9656982,2.7503493,2.8487144,2.9307296,3.368108,3.4221005,3.5703251,3.0336354,3.1505713,3.2377725,3.0280967,3.1750922,3.2698243,3.875103,4.088767,4.248135,3.5564675,3.8592803,3.929369,3.6591542,3.8326523,4.130685,72605329.8911133,34083.5300564662
79,42500,492500,3.644926,3.8764625,4.0217905,3.4538226,3.5770938,3.7074008,3.4034927,3.5503356,3.7248302,3.2606144,3.3487523,3.4239216,2.9006534,3.0192244,3.0897963,2.868768,2.960024,3.0499287,3.4719574,3.541576,3.662199,3.089176,3.2204204,3.3006387,3.0769913,3.2346363,3.3164322,3.9711719,4.169612,4.3139224,3.5918012,3.875388,3.964082,3.6977959,3.8632114,4.1366076,72761873.9824219,34120.253870912
80,42500,497500,3.6886616,3.9243362,4.075339,3.4800944,3.591927,3.7386775,3.4276567,3.5819721,3.7500165,3.3251128,3.419365,3.5121129,2.9530296,3.0665445,3.144478,2.9085317,3.0064025,3.1050544,3.5100293,3.5928683,3.6953597,3.1105494,3.258744,3.335416,3.116159,3.2702007,3.3426414,3.9628117,4.171593,4.2947392,3.573441,3.8612761,3.934501,3.6889408,3.8467057,4.1228023,72919013.1064453,34157.0775659908
81,42500,502500,3.5503838,3.774585,3.9034486,3.4315293,3.5303776,3.6778092,3.3703523,3.5406795,3.6821468,3.1615417,3.2545152,3.3430321,2.8705285,2.9763381,3.0636878,2.8243415,2.926788,3.032164,3.3718407,3.4679737,3.5558038,3.0811698,3.2264588,3.2764916,3.072102,3.2238307,3.275362,3.7948716,3.997007,4.1075974,3.5098412,3.7661986,3.8457904,3.618094,3.756087,4.018757,73076750.2070313,34194.0015077891
82,42500,507500,3.7633183,3.9803894,4.106158,3.6628442,3.761872,3.8969574,3.6004677,3.7757955,3.9056458,3.3328965,3.4349809,3.5087132,3.0596478,3.169128,3.2569923,3.0141804,3.130191,3.241095,3.6122532,3.7061763,3.8013673,3.3623726,3.4919229,3.5364757,3.3366592,3.4966578,3.5284717,4.0799766,4.261328,4.3857927,3.8253021,4.0470114,4.1216397,3.9073887,4.044948,4.2702026,73235088.2460938,34231.0260641818
83,42500,512500,3.9520206,4.1589613,4.3033214,3.8512826,3.9402738,4.0996227,3.7811325,3.9623942,4.102025,3.4841568,3.585645,3.6735196,3.1963096,3.3042502,3.4048295,3.138724,3.2673542,3.3816762,3.8883643,3.9800065,4.0845346,3.6057003,3.7490299,3.8060718,3.6283646,3.7817273,3.8244922,4.396892,4.5947905,4.69341,4.134816,4.3672366,4.4534903,4.2039523,4.361491,4.6141853,73394030.2055664,34268.1516049056
84,42500,517500,3.780822,3.9828026,4.1510134,3.6873016,3.7811546,3.9540677,3.6139069,3.791781,3.9394817,3.3142247,3.4271386,3.5026462,3.0297375,3.1365187,3.2417672,2.9647117,3.0967126,3.2011726,3.730775,3.809922,3.9344373,3.4501998,3.5863953,3.6373668,3.4916103,3.6300778,3.673221,4.224765,4.4490213,4.5563483,3.9593673,4.2279563,4.3273544,4.045285,4.2352552,4.5139246,73553579.0825195,34305.378501517
85,42500,522500,3.772345,3.9734998,4.155894,3.6781852,3.7795537,3.954619,3.6082053,3.7933102,3.940569,3.3397603,3.460429,3.518561,3.0640874,3.1793067,3.2684727,2.99338,3.1293712,3.2402625,3.668314,3.769606,3.8987021,3.4011192,3.5377495,3.6178322,3.418647,3.5836303,3.6223881,4.165762,4.3776402,4.514864,3.9019704,4.187049,4.275445,3.9965196,4.18087,4.461936,73713737.8955078,34342.7071274456
86,42500,527500,3.9997704,4.208603,4.403513,3.899138,4.0061936,4.1747217,3.8284316,4.0214653,4.1756353,3.5703652,3.7077,3.7617726,3.2939072,3.4201972,3.5033727,3.2201343,3.3649735,3.480074,3.8641274,3.9803874,4.1058784,3.5898564,3.7493439,3.8019261,3.5963902,3.7750118,3.7975383,4.391408,4.596554,4.7408776,4.104041,4.3787446,4.4736204,4.204447,4.3952656,4.6566787,73874509.6831055,34380.1378579705
87,42500,532500,4.4921036,4.7058554,4.9220386,4.4922028,4.6188817,4.8112373,4.430124,4.639328,4.811719,4.009673,4.1558743,4.216138,3.812729,3.9478717,4.0349483,3.7235322,3.890454,4.000765,4.4002028,4.524887,4.6621056,4.2061553,4.370322,4.434163,4.2218623,4.405122,4.4393435,4.9835534,5.210333,5.361949,4.8025713,5.090698,5.2016726,4.9091578,5.1151385,5.428468,74035897.4990234,34417.6710702642
88,42500,537500,4.6193237,4.856771,5.1048894,4.6537156,4.789516,5.034354,4.585665,4.808502,5.03097,4.1524115,4.3003197,4.3639197,3.954471,4.085822,4.192076,3.830717,4.0245967,4.151519,4.6538267,4.744598,4.935912,4.495509,4.607834,4.718023,4.5170975,4.7169943,4.789318,5.2888474,5.5453706,5.735304,5.145817,5.5143085,5.595502,5.260147,5.4961104,5.8541803,74197904.4189453,34455.3071433627
89,42500,542500,4.3399324,4.58587,4.839538,4.250326,4.3616405,4.618619,4.145799,4.3744483,4.6113396,3.8701987,4.0098033,4.084821,3.5496922,3.6964836,3.7935314,3.444444,3.6137931,3.7345772,4.44369,4.5252185,4.695575,4.1787443,4.288792,4.3442144,4.216968,4.3745265,4.4349756,5.08846,5.353648,5.538189,4.8037024,5.160355,5.236423,4.8851504,5.123583,5.4869146,74360533.5390625,34493.046458233
90,42500,547500,3.7485967,3.9807868,4.2097673,3.656322,3.7818093,3.9705455,3.5744243,3.770689,3.964812,3.3396487,3.4768348,3.5269742,3.0559824,3.1758716,3.2751472,2.9683514,3.121162,3.2241864,3.6641114,3.7527516,3.8970845,3.3921196,3.492789,3.5743732,3.3919506,3.5628867,3.6063447,4.194829,4.435906,4.57545,3.9039001,4.2430334,4.3125954,3.9857106,4.2040935,4.5331154,74523787.9697266,34530.889397723
91,42500,552500,3.9583538,4.162945,4.3785367,3.8672135,3.980236,4.1632037,3.7936158,3.9646077,4.1459584,3.5158553,3.648433,3.7025714,3.235471,3.362194,3.4537838,3.1522317,3.3078666,3.4006226,3.9243984,4.012833,4.156043,3.665493,3.769265,3.8275647,3.6766007,3.8268828,3.8656096,4.4555097,4.680977,4.8079615,4.195337,4.4720583,4.555439,4.242412,4.4428625,4.753211,74687670.8457031,34568.8363466346
92,42500,557500,3.8168836,4.0345793,4.30807,3.7646046,3.8784611,4.099532,3.666818,3.8569627,4.0762343,3.3722084,3.5150857,3.566199,3.0994794,3.2206721,3.3448784,3.0185149,3.1665983,3.267315,3.8441825,3.9031482,4.0761976,3.5945258,3.6910884,3.7303016,3.6209457,3.7802708,3.8191712,4.377658,4.6294737,4.793113,4.1344013,4.492273,4.564432,4.196931,4.450042,4.8016768,74852185.3208008,34606.8876916798
93,47500,482500,3.5750747,3.7890172,3.94248,3.4235253,3.5265872,3.688869,3.3731976,3.5454662,3.7109718,3.160293,3.2646809,3.3614151,2.8710525,2.955665,3.0495112,2.8299403,2.9227815,3.0181236,3.4759068,3.5470772,3.669726,3.13805,3.2781963,3.359447,3.1624017,3.3180847,3.3800766,3.9550335,4.1852837,4.332877,3.6285076,3.9401631,4.0094023,3.7367008,3.918161,4.218962,72467686.6606445,34051.207478219
94,47500,487500,3.6019645,3.8202336,3.9536126,3.4371986,3.5347228,3.6772144,3.3735366,3.5424418,3.7089791,3.2111669,3.3195634,3.4127262,2.9065452,2.9923365,3.0785239,2.8633099,2.9633257,3.0598705,3.4561334,3.53516,3.637236,3.1054857,3.2532248,3.310583,3.1062074,3.2635589,3.3327212,3.9443436,4.1478534,4.28374,3.578704,3.8708904,3.9429543,3.6812634,3.8552094,4.1362424,72623717.6191406,34087.8456885175
95,47500,492500,3.5590706,3.77377,3.9041734,3.411714,3.497169,3.6478615,3.3430085,3.5135791,3.6690376,3.170538,3.2756715,3.3762698,2.8670506,2.9645183,3.04751,2.8188872,2.932654,3.0313735,3.3773904,3.479936,3.5470939,3.0429325,3.2003846,3.2491755,3.0263135,3.1893241,3.2526498,3.828031,4.0140705,4.132184,3.4837422,3.7411022,3.8407006,3.5968754,3.7491794,4.016635,72780341.1547852,34124.5834831292
96,47500,497500,3.5390098,3.7480412,3.8725216,3.4194984,3.5007377,3.6630569,3.3486457,3.5283737,3.6644275,3.104136,3.211003,3.3075511,2.8206236,2.923427,3.0122476,2.7609596,2.8813457,2.9755874,3.3881085,3.4903805,3.5558255,3.0726733,3.2259583,3.2855873,3.077617,3.228494,3.2993264,3.8254693,4.020535,4.1095533,3.5293045,3.7792397,3.8770485,3.636392,3.794337,4.046296,72937560.1972656,34161.4212267339
97,47500,502500,3.5018718,3.7079487,3.8471026,3.3921704,3.5041366,3.6601481,3.326678,3.517933,3.6530557,3.039542,3.1459377,3.2409549,2.776198,2.8659647,2.9736,2.706882,2.823661,2.9179225,3.3801332,3.4675508,3.569685,3.0913577,3.2383983,3.302452,3.1205335,3.2601578,3.3301291,3.8253512,4.0484457,4.146035,3.5613098,3.8512776,3.9386399,3.6754577,3.8471215,4.1234927,73095377.6953125,34198.3592858374
98,47500,507500,3.5795593,3.7917767,3.9492574,3.4793274,3.613303,3.74437,3.42776,3.6104112,3.7481046,3.1562405,3.2674878,3.3317943,2.8867543,2.9862084,3.0834785,2.8326325,2.943825,3.0500293,3.4497116,3.5444207,3.655829,3.1745217,3.3157437,3.3924057,3.179664,3.3482642,3.4035153,3.914103,4.1217394,4.2729597,3.660007,3.945397,4.021254,3.767676,3.9294887,4.209445,73253796.6118164,34235.3980287514
99,47500,512500,3.851659,4.0753775,4.2261147,3.7629783,3.8754299,4.0160847,3.7081103,3.8827777,4.019925,3.4320233,3.5419106,3.6065502,3.15052,3.2717102,3.354493,3.1112626,3.2336895,3.3404794,3.7398021,3.8510697,3.9541523,3.4822736,3.62003,3.6766963,3.4647179,3.6411262,3.668338,4.249735,4.4297895,4.591081,3.9887848,4.230633,4.30478,4.080072,4.2439814,4.478196,73412819.934082,34272.5378256073
100,47500,517500,3.9942353,4.205857,4.3700557,3.9007263,3.9944453,4.1745973,3.8312714,4.010022,4.162351,3.5243535,3.6299808,3.70964,3.2305279,3.3387368,3.4385676,3.1631024,3.2986534,3.3995984,3.9820294,4.0655627,4.187722,3.694507,3.8388386,3.8852754,3.7282186,3.8812835,3.9230087,4.508025,4.721917,4.8424006,4.2440734,4.500377,4.6000743,4.3286147,4.505447,4.791518,73572450.6621094,34309.7790484188
101,47500,522500,3.8423328,4.042887,4.245055,3.743328,3.8452137,4.0431385,3.6696694,3.859967,4.031636,3.3853009,3.5130897,3.572652,3.1093278,3.216262,3.310793,3.0195832,3.1619914,3.266613,3.8130748,3.8981807,4.042317,3.5339818,3.6597047,3.7314072,3.5732741,3.727571,3.7735462,4.3349447,4.577552,4.739405,4.0682597,4.3934836,4.4681473,4.169424,4.3722816,4.6846595,73732691.8203125,34347.1220710464
102,47500,527500,3.9281468,4.146617,4.353627,3.8547642,3.9768348,4.151532,3.7819295,3.9806232,4.1495447,3.521605,3.659721,3.7113163,3.2635083,3.3940437,3.4715571,3.1861634,3.330381,3.442677,3.7991798,3.9170105,4.056651,3.5362785,3.6766975,3.7578437,3.5433002,3.7349916,3.763445,4.343157,4.5660067,4.734624,4.06827,4.3977113,4.4675875,4.1817155,4.394492,4.6711626,73893546.4472656,34384.5672691916
103,47500,532500,4.418974,4.6527777,4.8630176,4.469644,4.6006994,4.8013167,4.3964586,4.6025195,4.7991495,3.9728458,4.098037,4.172463,3.7839856,3.937336,4.003844,3.6990914,3.8733032,3.985908,4.365948,4.4784985,4.620889,4.203223,4.335796,4.4371495,4.2085133,4.39065,4.446801,4.969888,5.196532,5.3686047,4.823947,5.1377554,5.227185,4.922071,5.145562,5.4611907,74055017.6030273,34422.1150204786
104,47500,537500,4.1569724,4.406879,4.6529756,4.190688,4.319936,4.555407,4.0949955,4.30975,4.5418897,3.7008083,3.8313675,3.9013603,3.4756532,3.610949,3.7039318,3.3733468,3.5269876,3.644727,4.1702633,4.238263,4.4108534,3.9798636,4.1095786,4.18535,4.003901,4.1672077,4.2516885,4.7652326,5.0225153,5.2136335,4.6067233,4.9925737,5.0697203,4.716151,4.9588976,5.325096,74217108.3662109,34459.7657043873
105,47500,542500,3.9769511,4.224723,4.431238,3.9038577,4.020002,4.193208,3.8045604,3.9926639,4.1888475,3.550272,3.6702366,3.7379158,3.2280364,3.386684,3.4599884,3.1608913,3.303062,3.406652,3.9288208,4.018306,4.1408195,3.6288097,3.7298737,3.8205826,3.6154404,3.7774925,3.8318214,4.491102,4.7067704,4.8439994,4.1820345,4.4840994,4.577569,4.269876,4.4787073,4.787153,74379821.8339844,34497.5197023127
106,47500,547500,3.9406617,4.16813,4.400128,3.9053307,4.0304117,4.216982,3.8187652,4.0118375,4.2178125,3.4818616,3.6191685,3.6876569,3.2239413,3.3489418,3.4459844,3.1300466,3.2995758,3.3913696,3.8915844,3.9902148,4.12576,3.6642509,3.7803288,3.8314865,3.6826987,3.8518505,3.890395,4.441961,4.688033,4.8198953,4.2080617,4.536909,4.63988,4.2930593,4.534431,4.8583484,74543161.1235352,34535.3773975713
107,47500,552500,3.805303,4.0134377,4.2353673,3.7474785,3.8651237,4.0322347,3.6686676,3.8342056,4.02101,3.4022396,3.5277412,3.5785842,3.1345716,3.264857,3.3491616,3.0632734,3.213218,3.3039386,3.7615094,3.8434796,3.9892707,3.5051186,3.6025815,3.6737556,3.513394,3.6679008,3.7239983,4.26468,4.4722795,4.6170807,4.004347,4.2984495,4.3820195,4.074033,4.2794447,4.580313,74707129.375,34573.3391754067
108,47500,557500,3.703463,3.9050117,4.1448455,3.6591918,3.7819297,3.9731777,3.5874717,3.75531,3.955164,3.2716777,3.4021487,3.4578083,3.022316,3.1436956,3.249108,2.9552875,3.0983148,3.1909318,3.71701,3.7754874,3.9369972,3.4935386,3.5874107,3.6231582,3.5191433,3.6657429,3.6956687,4.2277794,4.450869,4.571811,4.003565,4.313361,4.388975,4.0594397,4.2939143,4.604307,74871729.7421875,34611.405422996
109,47500,562500,3.7392635,3.9382653,4.2017975,3.7647083,3.8995252,4.0985413,3.6918883,3.8789554,4.084218,3.3036122,3.4419804,3.4929614,3.1243527,3.238889,3.363797,3.0419974,3.2036452,3.3070748,3.7010472,3.7504172,3.9419026,3.5189693,3.6221,3.6724048,3.552816,3.714456,3.7544396,4.174334,4.4271603,4.591403,4.017701,4.3972087,4.4725957,4.0925097,4.3532596,4.715432,75036965.4023438,34649.5765294671
110,52500,482500,3.5232959,3.7374008,3.9090023,3.3853817,3.4932926,3.661077,3.3314977,3.5200868,3.681065,3.1171453,3.2136726,3.310124,2.827907,2.9084735,3.019981,2.7799568,2.8779511,2.9857068,3.4443364,3.5192757,3.6382375,3.1058054,3.2546077,3.3451633,3.1427734,3.302199,3.3581817,3.91763,4.148846,4.3055005,3.5944276,3.923304,3.9897118,3.7221382,3.902251,4.195733,72485745.5727539,34055.4499640231
111,52500,487500,3.5150356,3.7291417,3.8896694,3.3889313,3.4863846,3.6311097,3.3253548,3.5069396,3.6642387,3.1208522,3.215599,3.3117738,2.8311734,2.9168742,3.026764,2.779636,2.8885643,3.00505,3.374569,3.4712875,3.5657115,3.0679867,3.226438,3.278354,3.063816,3.2437065,3.291186,3.846086,4.0546703,4.196278,3.5206623,3.8190353,3.9013457,3.642014,3.8237557,4.084183,72641854.4453125,34092.1018984325
112,52500,492500,3.6331513,3.852134,3.974371,3.5099807,3.6026702,3.735379,3.449833,3.628954,3.7623496,3.2086327,3.3140368,3.4003613,2.9358654,3.0268312,3.1228766,2.8827462,3.0050738,3.1261158,3.4314601,3.527972,3.614938,3.1795752,3.3185787,3.3503525,3.1432538,3.3021488,3.3466954,3.9028065,4.060926,4.205468,3.5975366,3.8475032,3.9229121,3.7175167,3.8533216,4.076977,72798556.3613281,34128.8534842037
